gene,mean_marco_spots,pct_marco_spots,mean_neighbors,pct_neighbors,mean_distant,pct_distant,log2fc_neighbor_vs_distant,pval,padj
Ctrl,0.0254,2.5,0.0195,1.9,0.0127,1.2,0.375,0.13469830785925538,0.2578904356350079
Ebf3,0.0159,1.6,0.0195,1.7,0.0127,1.1,0.375,0.22153409475364305,0.37347244096480714
Mfhas1,0.2222,17.1,0.2311,19.2,0.176,15.4,0.375,0.008254072206217272,0.028348990744174872
2310022B05Rik,0.6508,44.1,0.5888,39.5,0.4517,32.5,0.375,6.065863999000015e-05,0.0004048811601528327
Map2k5,0.2254,20.3,0.2372,20.1,0.1807,16.3,0.375,0.010601047578913924,0.03475171539517705
Gm39132,0.0349,3.2,0.0195,1.8,0.0127,1.2,0.375,0.2081460782137281,0.356671688457605
Klhdc4,0.3778,29.2,0.3005,24.0,0.2294,19.8,0.375,0.006704807210431522,0.02371632533512881
Nfe2l3,0.0476,4.8,0.0195,1.9,0.0127,1.3,0.375,0.16339305970748685,0.29763647118501135
Poglut2,0.1206,11.1,0.1338,12.4,0.1009,9.5,0.375,0.015735735994816775,0.04794322904580739
Plb1,0.0127,1.3,0.0195,1.8,0.0127,1.1,0.375,0.11496854129269149,0.22779820559501104
Sh3pxd2a,0.3111,25.4,0.2543,21.5,0.1938,16.6,0.375,0.001160302346818901,0.0053508127504534085
Unc13a,0.0413,4.1,0.0426,4.0,0.0305,2.8,0.375,0.07320391984440391,0.1624761780422418
Pcdh18,0.1111,10.8,0.0535,5.2,0.039,3.7,0.374,0.05569968194189028,0.1310406416017609
D11Wsu47e,0.1333,12.4,0.1046,9.9,0.0785,7.3,0.374,0.018072478096968738,0.053716750440592965
Hipk3,0.619,42.2,0.573,40.1,0.4398,33.5,0.374,7.504516663697815e-05,0.0004897066307692971
Pde3a,0.5587,38.4,0.5377,37.8,0.4126,30.6,0.374,3.622585978151956e-05,0.0002568374733100835
Dnal4,0.3524,28.6,0.3163,22.1,0.2417,20.1,0.374,0.10597018813940495,0.2141566502966839
Snf8,1.7492,73.0,1.5706,65.7,1.2099,59.0,0.374,3.9578798240833585e-07,4.338799738031576e-06
Dctn3,3.746,83.5,3.2652,78.8,2.5174,73.6,0.374,9.445081319986274e-07,9.617109667824126e-06
Asl,0.454,32.1,0.4246,30.5,0.3253,24.3,0.374,0.0001989731028942146,0.0011493335488240242
Npr2,0.1746,14.9,0.1277,10.6,0.0963,7.8,0.374,0.012591677878587303,0.039948939318649124
Znrd2,0.5841,41.9,0.5268,34.5,0.4046,29.5,0.373,0.001491187607684984,0.0066274500102746275
Fkbp7,0.2,18.7,0.1825,14.7,0.1387,11.7,0.373,0.01928594044016629,0.05658579468378571
mt-Nd3,4.8349,79.7,5.3516,85.5,4.1289,79.5,0.373,1.7591256073792027e-10,3.3291052836926004e-09
4732471J01Rik,0.3365,20.3,0.4027,21.9,0.3087,17.6,0.373,0.006470865493721113,0.023028389858264577
Fam174a,0.7651,47.3,0.5961,39.4,0.458,31.7,0.373,2.1866521025451018e-05,0.0001635337817951593
Map3k14,0.219,19.4,0.1886,16.8,0.1433,13.1,0.373,0.007623331168787913,0.02650274602901702
Ubl7,0.4381,31.1,0.3856,28.1,0.2956,22.8,0.373,0.0011831515450344131,0.005433857158828178
Arpc3,4.254,84.8,3.2567,79.0,2.5119,71.6,0.373,5.992097519330131e-07,6.353974920388513e-06
Svbp,1.927,65.1,1.2725,59.2,0.9801,49.7,0.373,1.023566834441224e-07,1.2624567777964412e-06
Ppfia4,0.0921,8.3,0.0815,7.8,0.0606,5.8,0.373,0.041045907078620165,0.10315205480264328
Snta1,0.1365,12.4,0.1095,9.6,0.0823,7.5,0.373,0.057120742731397334,0.13378279967705844
Igsf8,0.5016,38.4,0.4477,33.0,0.3435,26.3,0.373,0.00011157228629415048,0.000692745203965085
Catspere2,0.0,0.0,0.0134,1.3,0.0081,0.8,0.373,0.1740080768902712,0.3122173942333924
Def8,0.1651,14.9,0.1606,13.1,0.1217,10.9,0.373,0.06913521282507966,0.15562355605225814
Tspan32,0.0603,5.7,0.0304,2.9,0.0212,2.1,0.373,0.16473655255785524,0.2996851632225241
Cemip2,0.3556,26.7,0.1873,16.5,0.1425,12.6,0.372,0.00438835206980996,0.016674595065259666
Slc43a2,0.2921,24.1,0.1594,14.2,0.1209,10.7,0.372,0.006335096503146599,0.022683532043536694
Adrm1,0.7143,44.1,0.5341,35.2,0.4105,29.1,0.372,0.00037563637006653877,0.0020135599837034783
Tbc1d12,0.0508,5.1,0.0693,6.3,0.0513,4.8,0.372,0.09557449479577061,0.1986223406302648
Gaa,1.0254,54.6,0.8418,45.4,0.648,39.5,0.372,0.00016192072574268095,0.0009592307386567023
Pde9a,4.1587,72.4,4.309,77.0,3.327,72.4,0.372,0.0002106241979434054,0.0012094520551720694
Zfp820,0.0984,8.6,0.0973,8.3,0.0729,6.7,0.372,0.11291866714023008,0.22465354400563478
Vamp8,7.1778,92.7,6.944,91.2,5.366,89.1,0.371,1.1493866800896488e-09,1.927666787262996e-08
Chrdl1,0.0286,2.9,0.0353,3.4,0.025,2.2,0.371,0.07059200258454262,0.1581126107882372
Calm2,8.381,88.9,7.4976,90.0,5.7935,87.7,0.371,4.4375887031950295e-08,5.740146876623996e-07
Esm1,0.054,5.1,0.0353,3.0,0.025,2.2,0.371,0.20490156810921245,0.35285244662829207
Thap12,0.3714,29.5,0.281,22.7,0.215,18.1,0.371,0.0023792066522254117,0.009868447656219546
Itga3,1.2444,56.2,1.1825,56.3,0.9118,49.8,0.371,6.92618731752414e-06,5.827535502217595e-05
Afap1,0.3016,24.4,0.253,21.7,0.1934,16.8,0.371,0.0016596957220974399,0.007252656568171232
Nucb2,0.3429,23.8,0.1971,16.9,0.1501,12.8,0.371,0.0041504016156758234,0.01591132684559273
Mettl16,0.127,11.4,0.1691,15.0,0.1285,11.5,0.371,0.008757115062706055,0.02971513159998699
Gmip,0.2794,21.0,0.191,17.4,0.1455,13.1,0.371,0.002235875608446555,0.009347753869009651
Slc25a53,0.0381,3.8,0.0243,2.4,0.0165,1.6,0.371,0.13015058213132277,0.25129378640705713
Gimap1,0.3175,24.4,0.1861,15.7,0.1416,12.3,0.371,0.012525334105245095,0.039781704381722065
Psme1,5.4794,89.8,4.0864,84.1,3.1569,80.4,0.371,2.44936319420466e-06,2.2619404029519108e-05
Rpl15,19.2286,98.4,16.8479,96.2,13.0373,95.8,0.37,1.8501326193806375e-09,2.9895110796658785e-08
Rhoq,0.9143,51.4,0.4988,35.3,0.3838,29.0,0.37,0.00029125867833258647,0.0016091462989590189
Rdh16,0.4317,25.1,0.4294,23.6,0.3299,20.1,0.37,0.025086937150621408,0.06985562976425896
Ostm1,0.4222,28.9,0.2725,21.5,0.2087,18.3,0.37,0.025454202892569885,0.07071635080074014
Chac1,0.0571,5.4,0.0462,3.6,0.0335,3.1,0.37,0.47125911205111237,0.6267365681722162
Rffl,0.3429,25.1,0.2287,17.3,0.1747,14.6,0.37,0.05494854674882924,0.129875584296648
Slc29a3,0.2413,20.6,0.146,12.8,0.1107,10.3,0.37,0.04372517205327031,0.10845840327137637
Arhgef10,0.1048,9.5,0.0681,6.2,0.0505,4.7,0.37,0.08224402464959756,0.1773345003195327
Actr6,0.073,7.0,0.0572,5.7,0.042,4.1,0.37,0.05088361260009853,0.12219269115339658
9130204K15Rik,0.2444,14.3,0.2238,14.0,0.1709,10.4,0.37,0.0055585185312339355,0.02036262713764357
E2f1,0.0857,7.9,0.0852,7.7,0.0636,5.9,0.37,0.06601173489932889,0.14974770272327548
Dctn1,0.8762,51.7,0.972,55.2,0.7506,46.7,0.369,5.170203962488827e-07,5.522580235481294e-06
Glrb,0.0063,0.6,0.0182,1.6,0.0119,1.0,0.369,0.19419917628504135,0.3388414590088885
Mb21d2,0.1587,13.7,0.1776,15.2,0.1353,11.6,0.369,0.006567463351324555,0.023330785360583
Rab6b,0.0762,7.0,0.101,7.9,0.0759,4.9,0.369,0.001341195540732952,0.006056757701898639
1810013L24Rik,0.8413,49.2,0.5754,38.4,0.4432,31.8,0.369,0.00010787254113013377,0.0006737877772387765
Gm15675,0.1397,12.1,0.1119,9.2,0.0844,7.0,0.369,0.03950123695014351,0.10007089368813626
Rps6ka2,0.0571,5.7,0.0292,2.8,0.0204,1.9,0.369,0.10968242271734847,0.2197715229152474
Trp53rkb,0.2254,18.7,0.1727,14.4,0.1315,12.0,0.369,0.05508666068052421,0.12995579514170869
Bdnf,0.0508,4.8,0.0182,1.6,0.0119,1.1,0.369,0.2815221994181144,0.4423054174340161
Azin2,0.0635,5.7,0.0401,3.8,0.0288,2.6,0.369,0.08163463322804264,0.1762549472374031
Paxx,0.5683,40.0,0.4732,33.7,0.3643,27.5,0.369,0.00026080126442338815,0.0014585478149488908
Sidt2,1.473,69.2,0.9526,54.5,0.7354,47.3,0.369,8.259715584816776e-06,6.828187540966662e-05
Catsper4,0.0127,1.3,0.0182,1.8,0.0119,1.2,0.369,0.17315700958047409,0.31103458411777635
Sirt2,0.7524,51.7,0.5742,39.4,0.4427,32.3,0.368,0.00012304953647534095,0.0007543763809713024
Traf3ip2,0.2921,24.1,0.3175,26.6,0.2439,20.7,0.368,0.00046540448787130677,0.0024304641669757473
Vopp1,0.3397,26.7,0.2798,22.9,0.2146,18.2,0.368,0.0027512941707947772,0.011135647079426998
Chn1,0.0889,7.3,0.0779,6.9,0.0581,4.2,0.368,0.0020372275750331534,0.008608510729020776
Dip2c,0.1143,9.8,0.1107,9.9,0.0835,7.7,0.368,0.050537123628189747,0.12164090578339105
Tubb2a,0.7937,45.7,0.8735,46.2,0.6747,34.0,0.368,6.546625855495181e-11,1.3175423152762784e-09
Cnksr1,0.4032,24.4,0.4343,28.3,0.3342,25.1,0.368,0.03139755425394173,0.08331000438611817
Atl3,0.5079,37.8,0.5158,36.5,0.3974,30.5,0.368,0.00040268912854486233,0.0021397076018201335
Rnaseh2c,1.3397,61.0,1.1034,55.7,0.8528,49.5,0.368,3.271317215784649e-05,0.00023375019341583645
Ptov1,1.473,64.8,1.4063,60.8,1.0878,54.8,0.368,3.3785364417663275e-06,3.0392247362399806e-05
Katnb1,0.2476,20.0,0.1983,16.8,0.1514,13.6,0.368,0.021472191059356553,0.0617584742257188
Ptpa,0.9111,56.2,0.8163,47.6,0.6302,41.3,0.368,8.322487941984709e-05,0.0005370783793078235
Large1,0.1302,12.1,0.1436,13.1,0.109,9.9,0.368,0.010533596279206714,0.03455389013262256
Stk35,0.254,21.3,0.2591,22.5,0.1985,17.3,0.368,0.000978151662355991,0.00463835258545215
Gramd1b,0.1206,10.8,0.1046,9.7,0.0789,7.1,0.367,0.015278083510821869,0.04696071550587779
Trappc2,0.1683,15.6,0.1594,14.5,0.1213,10.6,0.367,0.003457180748047566,0.013563787118785166
Psmc2,1.0889,56.8,0.9136,54.4,0.7061,45.8,0.367,4.887927738968647e-06,4.250283291972082e-05
Borcs7,0.2381,21.9,0.219,17.5,0.1675,14.5,0.367,0.02892109817551122,0.07827633898699392
Fabp4,2.0,59.4,1.3345,47.6,1.0327,44.3,0.367,0.019924345948282077,0.05810836132947907
BC016579,0.3619,22.5,0.3978,25.1,0.3062,22.8,0.367,0.09452544526390744,0.19714419265947306
Kcns3,0.0508,5.1,0.0341,3.4,0.0242,2.3,0.367,0.08334164652856917,0.17907392274661071
Usp49,0.0952,9.5,0.0937,9.0,0.0704,6.7,0.367,0.02909222088682344,0.07850377588949432
Mprip,2.2952,74.9,1.5511,67.2,1.2002,61.7,0.367,1.5562374597897846e-06,1.5087748023782557e-05
Hsf2bp,0.0762,6.7,0.0827,8.0,0.0619,5.5,0.367,0.011088628892830448,0.03613897345885394
Tuba1c,4.3333,86.3,3.7445,84.3,2.9025,78.9,0.366,3.2875522909494516e-08,4.352874362726266e-07
Znhit3,0.3492,27.3,0.2543,21.5,0.1951,16.1,0.366,0.0005422590331038003,0.0027810550270711953
Ubb,21.9397,99.4,17.764,97.3,13.7812,96.5,0.366,3.136877001607374e-13,8.291697885951666e-12
Inpp4a,0.2349,20.6,0.1959,17.8,0.1497,13.1,0.366,0.0014144587382800594,0.006338564941721237
Nubp1,0.7492,43.2,0.6813,43.2,0.5263,36.4,0.366,4.8123316849412227e-05,0.0003293467711771922
Abcf2,0.5746,38.1,0.4331,32.0,0.3338,26.5,0.366,0.0009661626761917075,0.0045859725466210815
Hdgfl2,0.527,41.6,0.3686,28.7,0.2837,23.9,0.366,0.002304810889157131,0.009597458813838956
Sfn,2.727,61.6,2.7895,64.4,2.1624,64.4,0.366,0.01289594003277604,0.04074592053231598
Wdr86,0.0127,1.3,0.0122,1.2,0.0072,0.6,0.365,0.1050881686731175,0.2130061938379875
Ntrk1,0.0095,1.0,0.0122,1.2,0.0072,0.7,0.365,0.1406967959224686,0.26592058928817863
Ogdhl,0.0095,1.0,0.0122,1.2,0.0072,0.7,0.365,0.18247055884933083,0.32366009289698344
Prf1,0.019,1.9,0.0122,1.1,0.0072,0.7,0.365,0.2441958242928618,0.399861788397727
Mical3,0.1492,12.1,0.1618,13.6,0.1234,11.3,0.365,0.060775863384468276,0.14062490051423668
Ccr9,0.019,1.9,0.0122,1.2,0.0072,0.7,0.365,0.1406967959224686,0.26592058928817863
Mapkbp1,0.1048,9.8,0.0815,7.8,0.0611,5.9,0.365,0.05021092762705706,0.12105546017950918
Sprr2a2,0.4159,22.2,0.3601,20.7,0.2774,15.4,0.365,0.00040514629282701757,0.002151980181521301
Pofut1,0.3333,27.6,0.2591,22.7,0.1989,17.3,0.365,0.0005951388153619202,0.003013070942035315
Tgm5,0.0095,0.6,0.0122,1.2,0.0072,0.7,0.365,0.18247055884933083,0.32366009289698344
Prrx1,0.0222,2.2,0.0122,1.2,0.0072,0.7,0.365,0.18247055884933083,0.32366009289698344
Sh3bgrl3,7.7238,94.9,5.8029,89.5,4.5021,87.1,0.365,2.884640512495307e-09,4.50640146871724e-08
Gsto2,0.0095,1.0,0.0122,1.1,0.0072,0.7,0.365,0.30428151343982923,0.4659709868388485
Ppie,0.3683,28.3,0.354,27.0,0.2727,23.2,0.365,0.011189861961931776,0.03641268351935261
Ajm1,0.0063,0.6,0.0122,1.2,0.0072,0.6,0.365,0.10539833607127395,0.21350369590669974
Jak1,0.9746,52.4,0.826,51.1,0.6391,41.7,0.365,2.147969273115504e-07,2.4795110493693287e-06
Arl14,0.5937,26.3,0.438,20.7,0.338,19.8,0.364,0.4374234218880456,0.5971599128713019
Otulinl,0.4667,30.8,0.2397,18.2,0.1841,14.3,0.364,0.007340383565828343,0.02567198864070023
Gnl3l,0.2413,18.7,0.2348,19.7,0.1802,15.7,0.364,0.00793951441800658,0.027458036234447505
C330018D20Rik,0.2159,15.6,0.2409,17.9,0.1849,15.4,0.364,0.061300452677215206,0.14152451028690619
Ctu2,0.2476,22.2,0.2567,21.4,0.1972,17.1,0.364,0.005188397633132618,0.0192337169372556
Pard6b,0.3619,21.0,0.3418,20.9,0.2634,18.4,0.364,0.06562360687154388,0.14905262264363273
Gm10762,0.054,5.1,0.0438,4.4,0.0318,3.1,0.364,0.07193225545136117,0.1604346590172441
Wnt11,0.0698,6.3,0.0438,3.8,0.0318,2.9,0.364,0.205890545144765,0.35365359090700593
Zfp560,0.2952,23.2,0.2457,19.7,0.1887,16.3,0.364,0.020246745305113365,0.058929627188996754
Ppib,6.346,92.4,5.3066,88.9,4.12,86.2,0.364,4.5428743770280606e-11,9.362299440002321e-10
Scpep1,0.7365,42.9,0.41,29.7,0.3164,24.5,0.364,0.0019758425209956366,0.008392872845370403
Ostf1,2.6032,74.0,1.9088,67.2,1.4818,62.8,0.363,8.8915584672574e-05,0.0005697704417907453
Pi4k2a,0.5429,39.0,0.365,28.7,0.2816,22.8,0.363,0.00044119478599610176,0.0023223207512514865
Maged1,1.6349,66.7,1.1363,55.4,0.8813,47.8,0.363,2.4509716962542566e-06,2.2619941821660884e-05
Mbd3,1.2127,60.6,1.0499,55.0,0.8142,48.3,0.363,1.897383845335195e-05,0.00014434164591911277
Uba6,0.1365,11.7,0.1229,10.7,0.0933,8.5,0.363,0.05620349888871635,0.13203010178036062
Pafah1b3,1.419,61.9,1.5426,65.0,1.1972,58.6,0.363,6.243358689513242e-06,5.3055822154157084e-05
Tpm3-rs7,0.1175,11.1,0.1277,11.7,0.0971,9.2,0.363,0.03865362742994505,0.0986522787878832
Klhl21,0.1937,17.5,0.1971,16.5,0.151,13.6,0.363,0.028396616102327386,0.07708968327568382
Tmem222,0.8667,53.3,0.7518,47.1,0.5823,39.6,0.363,1.5916273839354355e-05,0.00012313592343055112
Gm26901,0.0,0.0,0.017,1.7,0.011,1.1,0.362,0.18351154898131017,0.325071872184812
Mapk15,0.0063,0.6,0.017,1.6,0.011,1.1,0.362,0.2815197426876843,0.4423054174340161
Coro6,0.0095,1.0,0.017,1.7,0.011,1.1,0.362,0.14979934302351108,0.2781878852050465
Sfxn4,0.0222,2.2,0.017,1.7,0.011,1.0,0.362,0.1202956378654985,0.23598193763047712
1110038F14Rik,1.0508,51.1,0.6873,41.8,0.5327,36.3,0.362,0.0005714805944118423,0.002903368159144565
Psmb10,3.6825,86.0,3.0097,80.8,2.3393,76.1,0.362,3.0079237501599875e-08,4.015426847079998e-07
Tnfaip8l3,0.019,1.9,0.017,1.6,0.011,1.1,0.362,0.23581406534736382,0.39043629974252075
Cd96,0.0127,1.3,0.017,1.7,0.011,1.1,0.362,0.14979934302351108,0.2781878852050465
Arl3,0.3619,26.7,0.2616,20.8,0.2014,15.8,0.361,0.0009743218351599166,0.004623196714412469
Borcs6,0.546,35.6,0.4586,33.9,0.355,27.7,0.361,0.0004436816264227334,0.0023337269686856898
Rhoa,3.7111,86.0,2.7701,79.0,2.1544,75.4,0.361,4.397291023757844e-09,6.655692253905673e-08
Arhgap29,0.1492,13.0,0.163,14.4,0.1247,11.3,0.361,0.01952659855657001,0.05715398185334263
Tmem258,3.7937,86.3,3.5779,85.3,2.7829,79.9,0.361,1.2888913478595792e-10,2.4941927926550557e-09
Rtf2,1.0349,58.1,0.8564,53.0,0.6645,42.8,0.361,2.1595049308608612e-07,2.4888891347702072e-06
Tmem8b,0.0159,1.6,0.0377,3.4,0.0271,2.4,0.361,0.11295616698725593,0.22466513529321858
Galnt15,0.0476,4.8,0.0377,3.6,0.0271,2.6,0.361,0.11616921340900198,0.22951953517250087
Gpr182,0.0222,1.9,0.0219,1.9,0.0148,1.5,0.361,0.3601144322932429,0.5244988701927238
1810041H14Rik,0.0095,0.6,0.0219,2.2,0.0148,1.5,0.361,0.1737699889943327,0.31190526625861836
Phka2,0.1175,11.4,0.0998,9.1,0.0755,7.3,0.361,0.07892236352342763,0.1718997172966611
Sh3gl1,0.6413,41.9,0.517,35.8,0.4003,30.3,0.361,0.0006966174123488269,0.003470243995760237
1500009L16Rik,0.8317,41.0,0.6411,37.3,0.497,29.4,0.361,3.402983039326881e-05,0.00024232760139979756
Gnao1,0.1238,10.5,0.1521,12.5,0.1162,8.7,0.361,0.001320699205352906,0.005982714096648324
Smyd4,0.0413,3.8,0.0377,3.6,0.0271,2.7,0.361,0.15128218696085058,0.28029947808835187
Snrnp35,0.1111,10.5,0.0998,9.4,0.0755,7.3,0.361,0.04975486637226459,0.12024330370994599
Rrm2b,0.0825,7.0,0.0888,8.8,0.067,6.4,0.36,0.026616845236162274,0.07324903599412368
Camk1,0.7968,49.5,0.5718,38.1,0.4432,31.6,0.36,0.0002989908015178858,0.0016437734683298689
Angptl4,0.8159,43.2,0.3321,24.2,0.2566,18.1,0.36,0.0001737826896535405,0.0010216209608117685
Cbx6,0.346,27.3,0.2287,18.9,0.176,14.2,0.36,0.0013281376074577723,0.006012676335841252
Traf3ip3,0.1175,10.5,0.0681,6.1,0.0509,4.6,0.36,0.09647612268836708,0.20021093815189364
Dexi,0.4667,34.9,0.3467,25.8,0.268,21.9,0.36,0.012890571753238943,0.04073778047466091
Rcl1,0.2667,22.2,0.1715,15.3,0.1315,11.8,0.36,0.009065135473709596,0.03058959104923606
Castor1,0.1143,10.5,0.0888,8.5,0.067,6.2,0.36,0.026413569180633093,0.07288207033181117
Elob,14.4952,98.7,13.1448,96.2,10.2375,94.7,0.36,1.673732827604552e-12,4.049989334590053e-11
Slc6a8,2.1619,70.8,2.2324,67.0,1.7366,59.4,0.36,4.822095775506638e-07,5.184907845277623e-06
Fam13c,0.0286,2.9,0.0268,2.6,0.0187,1.7,0.359,0.1234195763298862,0.2410406957876281
Fos,2.0095,64.8,1.3054,50.1,1.0157,42.0,0.359,5.95973241611752e-06,5.100202679388312e-05
Man2a2,0.4444,32.7,0.2737,21.9,0.2112,18.3,0.359,0.01489978451024002,0.04607943107013822
Ppp4c,1.6095,67.6,1.3564,63.0,1.0551,54.4,0.359,2.618864887108125e-07,2.980644116052625e-06
A4galt,0.1492,12.4,0.0779,7.1,0.0585,5.4,0.359,0.07713195937824432,0.1688317460678012
Rpp38,0.0984,8.6,0.0779,7.1,0.0585,5.5,0.359,0.10292347821383498,0.21010544952668403
Rps19,20.0667,99.4,18.8978,98.3,14.7341,97.2,0.359,2.607489212379614e-09,4.095357922263826e-08
Tnfaip8,0.8032,48.3,0.6107,42.6,0.4741,35.0,0.359,5.8485760198702714e-05,0.00039235205841805577
Hivep1,0.5333,33.3,0.3443,28.1,0.2663,21.9,0.359,0.00025637155594568915,0.0014365274089107336
Cfl1,12.746,95.2,9.8942,92.5,7.7146,91.3,0.359,4.0734256967328144e-08,5.292551588693544e-07
Dlgap4,0.9206,52.1,0.7153,46.5,0.556,38.2,0.358,3.7477860900457416e-06,3.332355078601915e-05
Ctsh,1.8698,71.7,1.0243,52.2,0.7973,47.6,0.358,0.0006706179299261562,0.003361383103934231
Gm2000,1.2254,63.8,1.208,57.1,0.9406,50.6,0.358,2.240488666068911e-05,0.00016704634709561306
Zfp949,0.1175,9.5,0.1034,9.4,0.0785,7.3,0.358,0.05040975243399265,0.12143448865187167
Rplp0,25.3143,99.4,23.3832,98.1,18.2472,96.9,0.358,6.6363107656657276e-09,9.770979856894917e-08
Rgs14,0.1175,9.8,0.062,5.6,0.0462,4.4,0.358,0.16220054754881363,0.2960185352451207
Amigo1,0.1524,12.1,0.1131,10.0,0.0861,7.8,0.358,0.04951197091105238,0.11986546666055505
Nos1,0.0571,3.5,0.0876,5.6,0.0662,2.8,0.358,0.00019409697824883612,0.0011242830526513568
Spaca6,0.1175,11.4,0.0572,5.4,0.0424,4.2,0.358,0.16440495637345232,0.2991809327070395
Stat6,0.727,49.2,0.618,43.2,0.4801,34.9,0.358,9.94972288998104e-06,8.114947271532328e-05
Upk1a,0.2222,17.8,0.2762,20.2,0.2133,16.2,0.358,0.007786143192027552,0.026991593089777624
Garnl3,0.0095,0.6,0.0316,2.4,0.0225,1.9,0.358,0.3164838254493484,0.47915653827453303
AA467197,18.0698,95.6,14.5961,93.7,11.388,91.9,0.358,5.691921554958359e-05,0.00038272270695114015
Sorcs1,0.0381,3.8,0.0109,1.1,0.0064,0.6,0.357,0.19076482848636644,0.33458944734277835
Gm47708,0.0286,2.9,0.0365,3.3,0.0263,2.5,0.357,0.25779626524622423,0.41545232010245836
Clasp2,0.0857,7.6,0.0973,9.2,0.0738,6.9,0.357,0.029360072490812496,0.07890823682325385
Socs5,0.2349,20.0,0.1679,15.2,0.1289,11.5,0.357,0.005872440769486993,0.021293435205662202
Gpat3,0.3206,21.3,0.2238,17.5,0.1726,15.0,0.357,0.062218157393735596,0.14287458837456657
Nup37,0.1905,15.6,0.1679,14.7,0.1289,12.0,0.357,0.04336958521105151,0.1078367541645985
Itgb1bp1,0.4381,30.5,0.2543,20.6,0.1964,16.7,0.357,0.009212168036846297,0.03101401564965951
Zc3h12b,0.019,1.9,0.0109,1.1,0.0064,0.6,0.357,0.19076482848636644,0.33458944734277835
Agrn,0.5651,38.1,0.4769,34.3,0.3702,29.1,0.357,0.0018563418834654421,0.00797347201108162
Kif22,0.1492,13.0,0.1788,15.9,0.1374,12.0,0.357,0.004379684042401196,0.01665467027956108
Atad5,0.0222,2.2,0.0414,4.0,0.0301,3.0,0.357,0.16216868201242474,0.2959974029576294
G930009F23Rik,0.0381,3.8,0.0109,1.1,0.0064,0.6,0.357,0.144721160543785,0.2715157217644148
Mettl2,0.0063,0.6,0.0109,1.1,0.0064,0.6,0.357,0.144721160543785,0.2715157217644148
Arhgap25,0.1238,10.8,0.0462,4.5,0.0339,3.1,0.356,0.06835540990379145,0.15417742864526526
Gpc4,0.2794,21.0,0.2737,21.8,0.2116,17.6,0.356,0.005142661848875793,0.01909813668540257
Cd38,5.0349,84.1,4.0888,77.4,3.1917,76.4,0.356,0.04767353609983286,0.11620523976489497
Steap1,0.1429,12.1,0.0815,7.4,0.0615,5.9,0.356,0.12530791229527222,0.24404267863058152
Senp7,0.1016,9.8,0.1265,11.3,0.0967,8.9,0.356,0.03755503700812952,0.09640491642955978
Mafb,0.7651,41.9,0.4696,30.5,0.3647,25.9,0.356,0.003977824581670055,0.015333959724224388
Daam1,0.5206,34.6,0.4586,33.2,0.3562,25.9,0.356,5.5444118501132375e-05,0.00037401069489136497
Serpinb1a,8.3619,88.3,7.5182,86.9,5.8715,84.0,0.356,0.005974331009567545,0.02157709499024754
Dnm1,0.127,11.7,0.1423,12.5,0.109,9.1,0.356,0.00551414931263448,0.020220395230120557
Pcmt1,0.927,54.6,0.7725,49.1,0.6014,40.0,0.356,1.177257437065234e-06,1.1741191568160513e-05
Mad1l1,0.1683,15.2,0.1119,10.0,0.0852,8.2,0.356,0.11086299465447942,0.2217715869212379
Dcakd,0.2762,23.2,0.3005,24.3,0.2328,20.2,0.355,0.00783604089056951,0.027138778218442842
Pigyl,0.8095,48.6,0.8127,50.2,0.6332,41.6,0.355,4.946223234829444e-06,4.2984123418342116e-05
Rrp9,0.2222,19.7,0.1715,15.3,0.1319,12.3,0.355,0.02439188517870133,0.06825891765294037
Gda,2.181,74.6,1.5839,62.4,1.2362,54.2,0.355,2.1696983600156965e-06,2.0345802552049505e-05
Hist1h4j,0.019,1.9,0.0158,1.6,0.0102,1.0,0.355,0.1944813114130377,0.3391915867592198
Arpc4,3.2825,87.6,2.6277,80.4,2.0526,75.3,0.355,2.802912282156004e-09,4.383418339650402e-08
Pcx,0.4159,32.4,0.382,27.4,0.2964,22.1,0.355,0.0018573643195019343,0.007975515828679435
Gng7,0.019,1.9,0.0158,1.6,0.0102,0.9,0.355,0.09826109086631986,0.20287927342805773
Rwdd2a,0.0317,3.2,0.0207,1.9,0.014,1.4,0.355,0.27155195833293166,0.4315667818359445
Dnhd1,0.0381,3.8,0.0207,1.9,0.014,1.3,0.355,0.19628888514115794,0.34136485376574915
Ammecr1l,0.0159,1.6,0.0207,1.8,0.014,1.4,0.355,0.3854676521815791,0.5495220823626205
Gm10643,0.0286,2.5,0.0158,1.5,0.0102,1.0,0.355,0.25121123034757675,0.40776761174785764
Zfp566,0.0317,3.2,0.0207,2.1,0.014,1.4,0.355,0.18462912578586088,0.3265757757717901
Mfsd4a,1.2571,45.1,1.2202,51.5,0.9521,51.1,0.355,0.1934905320303678,0.3378755940437804
Wrap53,0.1556,14.6,0.1509,13.6,0.1158,10.3,0.355,0.008645240275093292,0.02942446952504927
Zfp623,0.0857,8.3,0.0949,9.1,0.0721,6.6,0.354,0.01844801199393011,0.05462782042431686
2610008E11Rik,0.0825,7.6,0.0754,7.2,0.0568,5.3,0.354,0.054171877048284175,0.1284612153439809
Cdc45,0.0889,7.9,0.0852,8.2,0.0645,6.1,0.354,0.04288520713365996,0.1068636996621622
Tro,0.0254,2.5,0.0255,2.4,0.0178,1.6,0.354,0.1297666200728153,0.250718320111553
